"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Turtle Bay","New York","NY","New York-Newark-Jersey City","New York County",391,,,,,,,,,,3275,2999.5,2997.5,3200,2900,2950,2995,2950,2995,3050,3025,3200,3200,3100,3025,3000,3000,3000,3100,3100,3000,3095,3100,3200,3200,3000,3000,3000,3000,3050,3150,3100,3000,3200,3100,3200,3200,3200,3200,3300,3300,3350,3400,3385,3300,3297.5,3300,3275,3300,3362.5,3400,3300,3350,3350,3350,3350,3400,3400,3400,3300,3295,3200,3200,3200,3300,3225,3300,3200,3300,3200,3200,3200,3300,3125,3300,3300,3281,3300,3350,3300,3300,3350,3300,3200,3200,3100,3200,3275,3100,3100,3200,3300,3300,3350,3275,3200,3195,3200,3200,3100,3200,3200,3200,3200,3200,3250,3200
"Midtown","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1700,1600,1725,1800,1800,1980,1800,1950,1800,1750,1750,1725,1925,2000,1965,1885,1922.5,1990,2000,1950,1900,1900,1900,1850,1800,1800,1895,2000,1925,1900,1795,1875,1900,2000,1900,1800,1785,1800,1875,1995,1995,2000,2000,1950,1900,1962.5,2025,2000,2000,2100,2067.5,2000,2100,2095,2097,2035,2000,1975,1995,2050,1950,1997,2125,2100,2000,2062.5,2097.5,2130,2042
"Alden Bridge","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,1750,1795,1712.5,1750,1775,1950,1950,2200,2195,2100,2000,2000,2172.5,2100,2000,2000,1950,1900,1900,1950,1975,1950,1972.5,1900,1897.5,2100,2100,1950,2000,1999.5,2050,1950,1950,1900,1850,1900,1850,1850,1950,1875,1862.5,1900,1925,1687.5,1797.5,1850,1825,1850,1875,1850,1850,1800,1912.5,1900,1900,1900,1925,1925,1950,2050,1975,1950,2000,1949,1900,1870,1875,1895,1850,1850,1890,1900,2150,2000,1937.5,1950,1850
"Broadmoor, Anderson Island, Shreve Isle.","Shreveport","LA","Shreveport-Bossier City","Caddo Parish",394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1150,1200,1200,1200,1150,1150,1100,1100,1112.5,1150,1200,1200,1150,1100,1100,1150,1200,1200,1175,1100,1100,1100,1100,1100,1200,1100,1100,1200,1150,1200,1100
"Vance Jackson","San Antonio","TX","San Antonio-New Braunfels","Bexar County",395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.5,915,799,799,800,810,815,817,825,850,860,840,839.5,825,820,820,855,870,825,819,819,825,822.5,820,819.5,820,810,819,825,822.5,819,819,799.5,800,817,820,815,819.5,820,835,822.5,812.5,812.5,819,800,810,805,800,819,799.5,830,830,825,827.5,860,860,862.5,862.5,855,870,870,840,840,850,850,827.5,825,825,827.5,825,840,850,820,827.5,865,825,840,830,825,830,827.5,830,860
"DeVeaux","Toledo","OH","Toledo","Lucas County",396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,772.5,785,795,750,825,780,800,850,800,800,772.5,775,795
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",397,,,,,,,,1750,1725,1800,1775,1640,1640,1600,1600,1600,1650,1650,1650,1650,1795,1800,1800,1815,1912.5,1950,1950,1990,2100,2100,2100,2100,2100,2000,2100,2150,2200,2200,2100,2100,2100,2100,2200,2200,2175,2100,2100,2050,2000,2050,2050,2150,2200,2187.5,2200,2125,2200,2197,2100,2100,2100,2200,2300,2300,2400,2409.5,2400,2450,2400,2500,2500,2500,2500,2590,2500,2450,2350,2350,2400,2300,2400,2350,2250,2300,2300,2400,2450,2375,2445,2400,2400,2400,2400,2400,2400,2450,2400,2550,2520,2590,2600,2600,2650,2650,2650,2650,2600,2650,2700,2750,2700,2550,2550,2506.5,2500,2500
"Hollywood Lakes","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1995,2200,2200,2150,2000,2000,2200,2150,2150,2100,2200,2250,2350,2350,2300,2250,2300,2350,2300,2300,2350,2225,2100,2000,2000,2100,2300,2400,2250,2200,2200,2200,2300,2300,2499,2499.5,2370,2450,2450,2500,2500,2400,2400,2300,2300,2390,2437.5,2395,2395,2400,2458,2400,2300,2350,2350,2200,2300,2300,2300,2300,2395,2425,2500,2500,2500,2500,2500,2467,2500,2500,2450,2462.5,2370,2350,2400,2445,2500,2500,2500,2500,2500,2500
"Astrodome Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.5,1047.5,1045,1042.5,1095,1250,1317,1308.5,1323.5,1250,1250,1200,1250,1250,1250,1275,1308.5,1300,1225,1200,1237.5,1200,1200,1200,1200,1200,1200,1250,1300,1305,1300,1300,1200,1299.5,1250,1200,1225,1175,1095,1200,1200,1200,1250,1250,1250,1200,1195,1195,1162.5,1197,1200,1150,1150,1200,1195,1300,1250,1250,1250,1250,1200,1200,1200,1200,1200,1225,1250,1250,1250,1250,1250,1250
"Adams Morgan","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2665,2740,2850,2700,2850,2875,2710,2600,2600,2575,2400,2295,2500,2450,2299,2485,2475,2450,2497.5,2500,2600,2600,2637.5,2740,2800,2550,2395,2525,2650,2875,2695,2550
