"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"North Central","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",51,,,,,,,,,,,,,,,,,,,,,,,,2300,2260,2300,2300,2330,2200,2100,2000,2000,1950,2200,2400,2100,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2200,2225,2250,2200,2200,2200,2200,2200,2200,2100,2000,2000,2050,2200,2340,2400,2300,2300,2200,2300,2200,2200,2200,2200,2300,2400,2360,2350,2300,2300,2200,2200,2200,2200,2200,2200,2400,2400,2400,2400,2400,2400,2340,2300,2200,2200,2100,2100,2100
"Mid-Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,4600,4600,4437.5,4450,4750,4750,4475,4750,4000,4600,4750,4775,4750,4600,4575,4595,4675,4580,4500
"Riverside","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4600,4800,4800,4750,4750,4750,4450,4700,4700,4400,4400,4680,4690,4750,4800,4700,4599,4225,4000
"Winter Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3600,3487.5,3475,3475,3475,3475,3300,3300,3075,3000,2950,3400,3875,3875,3685,3525,3575,3700,3747.5,3800,3600,3600,3600,3600,3650,3700,3700,3700,3700,3600,3475
"Wrightwood Neighbors","Chicago","IL","Chicago-Naperville-Elgin","Cook County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,3995,3995,3900,3610,3600,3600,3600,3600,3600,3600,3900,3995,3995,3898.5,3900,4200
"East Somerville","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3775,3675,3675,3850,3900,4100,4400,4400,4000,3900,3875,4000,3875,3775,3500,3500,3575,3750
"Spring Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475,4000,4150,4200,3700,3800,3825,3800,3875,3900,3800,3400,3200,3360,3700,4100,4100,4049.5,4000,3995,3800,3750,3600,3200,3500,4000,4399.5,4400,4300,4200,3995,3800,3600
"Chestnut Hill","Newton","MA","Boston-Cambridge-Newton","Middlesex County",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775,4600,4600,4750,4800,4000,4000,4000,4000,3800,3800,4000,4000
"Davis Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4050,4000,4000,3950,3800,3950,4000,4000,4400,4675,4800,4600,4550,4400,4200,4000,4050
"East Hampton North","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500,38000,37750,38000,38000,38000,39000,42500,39000,36000,35000,35000,33500,30000,30000,28250,30000,30000,30000,28000,30000,30000,29250,28500,28000,29500,29500,30000,30000,30000,30000
"Mountain House","Tracy","CA","Stockton-Lodi","San Joaquin County",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2600,2600,2650,2650,2700,2750,2725,2750,2747.5,2650,2650,2550,2599,2695,2770,2785,2795,2725,2700,2700,2700,2650
"Ball Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940,4200,4200,4200,4000,3900,3600,3900,3960,4100,4000,3800,4000,4400,4000,4000,4000,4000,4000,4000
"Northwest Harbor","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,45000,40000,40000,40000,39250,32500,35000,39250,35000,40000,39000,35000,32000,35000,30000,30000,30000,29750,27750,28000,29250,29750,28000,28000,26000,26833,28000,28666,27500,26166,24000
"Orange County Great Park","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,5000,4500,4500,4400,4600,4600,4690,4750,4500,4370,4400,4400,4398,4349,4600,4800,4897.5,4850
