"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-09-30,"Roscommon County","MI",,1626,878,-0.000457,0.001087,0.010106,5121
2019-09-30,"Dawson County","NE","Lexington",1627,939,-0.003212,-0.008342,-0.145893,7807
2019-09-30,"Fredericksburg City","VA","Washington-Arlington-Alexandria",1628,1254,-0.006503,0.002452,0.03792,8235
2019-09-30,"Fayette County","IN","Connersville",1629,801,0.009215,0.023685,0.05909,9217
2019-09-30,"Bremer County","IA","Waterloo-Cedar Falls",1630,888,-0.00703,-0.009342,-0.025257,9709
2019-09-30,"Upshur County","WV",,1631,894,0.001821,0.018579,0.01127,9433
2019-09-30,"Sabine Parish","LA",,1632,916,-0.008071,-0.004211,-0.037093,5994
2019-09-30,"Stark County","ND","Dickinson",1633,1052,-0.008349,0.003407,-0.01142,10124
2019-09-30,"Scott County","IN","Louisville/Jefferson County",1634,901,0.001179,0.001742,0.034288,8001
2019-09-30,"Otsego County","MI",,1635,906,0.000571,0.006151,0.013847,962
2019-09-30,"Sumner County","KS","Wichita",1636,772,0.002352,0.004512,0.010032,10164
2019-09-30,"Buchanan County","VA",,1637,1005,-0.004416,0.006755,0.016824,5380
2019-09-30,"Lawrence County","SD","Spearfish",1638,946,0.020124,0.031765,-0.047635,12781
2019-09-30,"Brooke County","WV","Weirton-Steubenville",1639,771,0.017342,0.01419,0.010888,9170
2019-09-30,"Page County","VA",,1640,1281,0.006127,0.023558,0.064066,9417
2019-09-30,"Menominee County","MI","Marinette",1641,1002,-0.002311,-0.007345,0.031226,1035
2019-09-30,"Hampshire County","WV","Winchester",1642,960,-0.005082,-0.006156,-0.004696,11937
2019-09-30,"Fairfield County","SC","Columbia",1643,1099,0.005769,0.005745,0.009515,1294
2019-09-30,"Ohio County","KY",,1644,806,-0.000019,0.004332,0.004825,2058
2019-09-30,"Leake County","MS",,1645,966,-0.008004,-0.008833,0.009051,604
2019-09-30,"Panola County","TX",,1646,1307,0.00206,0.013075,0.06573,7290
2019-09-30,"Wyoming County","WV",,1647,714,-0.005466,0.014023,-0.044036,6457
2019-09-30,"West Baton Rouge Parish","LA","Baton Rouge",1648,1234,0.003844,0.034478,0.047086,1895
2019-09-30,"Meigs County","OH",,1649,912,-0.003306,0.011772,0.060622,5033
2019-09-30,"Staunton City","VA","Staunton-Waynesboro",1650,1114,-0.000704,-0.006704,0.02177,7491
2019-09-30,"Houston County","TX",,1651,1210,-0.002183,0.007705,0.031819,6853
2019-09-30,"Caswell County","NC",,1652,993,0.001749,0.01585,0.023285,7919
2019-09-30,"Iowa County","WI","Madison",1653,1078,-0.000234,-0.006371,0.056547,531
2019-09-30,"Fannin County","GA",,1654,1341,0.002584,0.022124,0.073204,22440
2019-09-30,"Butts County","GA","Atlanta-Sandy Springs-Roswell",1655,1035,0.009386,0.01582,0.01803,9904
2019-09-30,"King George County","VA",,1656,1389,0.003678,0.009737,-0.000366,8990
2019-09-30,"Antrim County","MI",,1657,994,-0.000575,0.001368,-0.034529,2712
2019-09-30,"Currituck County","NC","Virginia Beach-Norfolk-Newport News",1658,1390,0.002903,0.012844,0.063449,18728
2019-09-30,"Wasatch County","UT","Heber",1659,2217,0.016105,0.018982,0.110057,17092
2019-09-30,"Osceola County","MI",,1660,860,0.000716,-0.000309,0.013452,1846
2019-09-30,"Routt County","CO","Steamboat Springs",1661,2562,-0.000564,-0.013424,0.154611,17426
2019-09-30,"Mitchell County","GA",,1662,1005,0.003476,0.029725,0.090939,6085
2019-09-30,"Ray County","MO","Kansas City",1663,829,0.004759,-0.000231,-0.009995,10623
2019-09-30,"Crisp County","GA","Cordele",1664,939,-0.003792,-0.005158,-0.054893,6781
2019-09-30,"Assumption Parish","LA",,1665,1180,-0.006639,-0.013839,-0.013921,186
2019-09-30,"Itawamba County","MS","Tupelo",1666,921,-0.005459,-0.010929,0.081337,482
2019-09-30,"Limestone County","TX",,1667,1139,-0.006827,0.003953,-0.001316,6397
2019-09-30,"Saline County","MO","Marshall",1668,820,0.003004,0.00686,-0.008831,1559
2019-09-30,"Nodaway County","MO","Maryville",1669,828,0.005696,-0.016383,-0.070544,8268
2019-09-30,"Prince Edward County","VA",,1670,1230,-0.00028,0.005239,0.00274,1203
2019-09-30,"Starke County","IN",,1671,1012,0.004197,0.027424,0.099334,9998
2019-09-30,"Johnson County","KY",,1672,826,0.000279,-0.002281,-0.017814,5310
2019-09-30,"Teller County","CO","Colorado Springs",1673,1564,0.017112,0.038383,0.046172,13360
2019-09-30,"Rowan County","KY",,1674,857,-0.015103,-0.039182,0.024674,4026
2019-09-30,"Burke County","GA","Augusta-Richmond County",1675,1062,0.003452,0.027928,0.00821,6102
2019-09-30,"Meeker County","MN",,1676,1076,-0.004549,-0.001935,-0.080315,3850
2019-09-30,"Scott County","VA","Kingsport-Bristol-Bristol",1677,954,-0.001431,0.009744,0.063294,7665
2019-09-30,"Aransas County","TX","Corpus Christi",1678,1430,0.007599,0.018404,0.027472,13202
2019-09-30,"Franklin County","IN",,1679,1028,0.007347,0.021032,0.091752,8507
2019-09-30,"Elbert County","CO","Denver-Aurora-Lakewood",1680,2123,0.00213,0.014154,0.01224,9502
2019-09-30,"McDonald County","MO","Fayetteville-Springdale-Rogers",1681,816,-0.00746,-0.021433,-0.066872,6759
2019-09-30,"Monroe County","AL",,1682,902,-0.002777,0.024365,-0.057838,6556
2019-09-30,"Plaquemines Parish","LA","New Orleans-Metairie",1683,1298,-0.007731,0.02318,-0.038895,3020
2019-09-30,"Clark County","AR","Arkadelphia",1684,831,0.002263,0.014449,0.052592,1756
2019-09-30,"Jersey County","IL","St. Louis",1685,968,0.006522,0.017167,0.05936,8153
2019-09-30,"Seward County","KS","Liberal",1686,798,0.00318,0.00815,-0.022084,5568
2019-09-30,"Cassia County","ID","Burley",1687,1041,0.020188,0.028671,0.056375,6693
2019-09-30,"Hockley County","TX","Levelland",1688,1402,0.002988,0.01745,0.002172,1485
2019-09-30,"Bibb County","AL","Birmingham-Hoover",1689,892,-0.001683,-0.002126,-0.109995,3886
2019-09-30,"Randolph County","AL",,1690,866,0.006172,0.029185,-0.036636,8503
2019-09-30,"Pointe Coupee Parish","LA","Baton Rouge",1691,1182,-0.009909,-0.006881,0.019783,267
2019-09-30,"Union Parish","LA","Monroe",1692,1056,-0.003268,-0.005839,-0.00524,5930
2019-09-30,"Logan County","CO","Sterling",1693,1144,0.06999,0.118908,-0.029667,7222
2019-09-30,"Adair County","OK",,1694,817,-0.001148,0.010683,0.038929,4534
2019-09-30,"Jo Daviess County","IL",,1695,1212,0.00334,0.020897,0.033994,1877
2019-09-30,"Grainger County","TN","Knoxville",1696,959,0.004084,0.023865,0.030772,7918
2019-09-30,"Payette County","ID","Ontario",1697,1110,0.019062,0.05372,0.13864,8113
2019-09-30,"Barnwell County","SC",,1698,1134,0.002659,0.012712,0.096474,406
2019-09-30,"Wyandot County","OH",,1699,928,-0.004457,-0.006603,0.012272,5951
2019-09-30,"Hempstead County","AR","Hope",1700,783,-0.001749,-0.000678,0.020301,7341
2019-09-30,"Emanuel County","GA",,1701,953,0.006456,0.025231,-0.010451,6869
2019-09-30,"Hopewell City","VA","Richmond",1702,891,0.008334,0.0136,0.029355,8246
2019-09-30,"George County","MS",,1703,905,0.000474,-0.000565,-0.017087,805
2019-09-30,"Taylor County","FL",,1704,1268,0.020474,0.03941,0.112316,5750
2019-09-30,"Fairfax City","VA","Washington-Arlington-Alexandria",1705,2126,0.010347,0.035838,0.034088,8529
2019-09-30,"Gray County","TX","Pampa",1706,1089,0.006281,0.039021,0.129575,8861
2019-09-30,"Yankton County","SD","Yankton",1707,984,-0.001839,0.007978,0.038841,752
2019-09-30,"Williams County","ND","Williston",1708,1323,0.001129,0.006867,0.033634,2976
2019-09-30,"Mahaska County","IA","Oskaloosa",1709,858,-0.005873,-0.012002,-0.026222,8506
2019-09-30,"Jerome County","ID","Twin Falls",1710,1057,0.004497,0.019486,0.097935,6295
2019-09-30,"Curry County","OR","Brookings",1711,1429,0.010618,0.024762,-0.0057,8539
2019-09-30,"Shelby County","IL",,1712,1024,-0.020896,-0.017806,-0.024049,545
2019-09-30,"Logan County","AR",,1713,742,-0.002502,-0.000009,-0.00718,3498
2019-09-30,"Perry County","IL",,1714,875,0.008836,0.025201,-0.088129,835
2019-09-30,"Hood River County","OR","Hood River",1715,1681,0.000383,0.002754,0.044587,8252
2019-09-30,"Dawson County","GA","Atlanta-Sandy Springs-Roswell",1716,1499,0.014115,0.038916,0.052676,12140
2019-09-30,"Gage County","NE","Beatrice",1717,935,-0.000937,0.001627,-0.046488,8207
2019-09-30,"Grant Parish","LA","Alexandria",1718,1053,-0.000267,0.003326,-0.000361,237
2019-09-30,"Rockbridge County","VA",,1719,1256,0.003823,0.020508,0.037566,10249
2019-09-30,"Henry County","MO",,1720,797,0.008856,0.036674,0.020703,10856
2019-09-30,"Macon County","TN","Nashville-Davidson--Murfreesboro--Franklin",1721,983,0.006748,0.037773,0.124966,7885
2019-09-30,"Tippah County","MS",,1722,883,-0.00479,-0.006483,0.030458,331
2019-09-30,"Scott County","TN",,1723,942,0.007953,0.041253,0.10947,6009
2019-09-30,"Yell County","AR","Russellville",1724,782,0.004683,0.027179,-0.00216,2840
2019-09-30,"Hutchinson County","TX","Borger",1725,1010,-0.008224,-0.021021,0.035854,2910
2019-09-30,"Fayette County","IL",,1726,909,0.004824,0.011889,0.005923,1042
2019-09-30,"Willacy County","TX","Raymondville",1727,1076,-0.004071,0.009867,0.016431,3910
2019-09-30,"Beckham County","OK","Elk City",1728,887,-0.001043,0.009351,-0.009103,6921
2019-09-30,"McDowell County","WV",,1729,667,-0.018921,-0.016027,-0.063547,6476
2019-09-30,"Saint James Parish","LA","New Orleans-Metairie",1730,1174,-0.008781,-0.007902,-0.018794,6398
2019-09-30,"Northampton County","NC","Roanoke Rapids",1731,971,0.002273,0.016599,0.07212,7382
2019-09-30,"Franklin County","GA",,1732,1163,0.000049,0.007656,0.047803,8209
2019-09-30,"Overton County","TN","Cookeville",1733,993,0.010819,0.029622,0.11571,7757
2019-09-30,"Meriwether County","GA","Atlanta-Sandy Springs-Roswell",1734,1067,0.001315,0.018761,0.063335,8147
2019-09-30,"Morgan County","TN","Knoxville",1735,979,0.00742,0.028798,0.07178,6197
2019-09-30,"Grenada County","MS","Grenada",1736,1024,0.037854,0.044928,0.053992,6874
2019-09-30,"Moore County","TX","Dumas",1737,1191,-0.001549,0.010682,0.076167,2827
2019-09-30,"McDuffie County","GA","Augusta-Richmond County",1738,1116,0.008629,0.033438,0.066324,5824
2019-09-30,"Ashley County","AR",,1739,772,0.000328,0.000165,-0.015742,7180
2019-09-30,"Dodge County","GA",,1740,939,0.00659,0.031693,0.029585,5468
2019-09-30,"Tyler County","TX",,1741,1231,0.003549,0.024043,0.088511,4274
2019-09-30,"Phillips County","AR","Helena-West Helena",1742,851,-0.004601,0.014863,0.033594,136
2019-09-30,"Clay County","KY",,1743,875,0.000143,0.015157,0.072237,200
2019-09-30,"Newton County","MS",,1744,896,-0.011652,-0.015622,0.007576,3835
2019-09-30,"Lincoln County","WV","Huntington-Ashland",1745,777,0.000744,0.014059,-0.009707,5466
2019-09-30,"Jefferson County","OR",,1746,1264,0.036223,0.057189,-0.022211,7246
2019-09-30,"Goochland County","VA","Richmond",1747,1590,-0.003713,-0.000376,0.032019,10364
2019-09-30,"Leelanau County","MI","Traverse City",1748,1121,0.000863,0.009899,-0.009826,2587
2019-09-30,"Washington County","IA","Iowa City",1749,896,-0.005442,-0.00571,0.008332,9032
2019-09-30,"Ogemaw County","MI",,1750,870,0.00175,0.005419,0.012349,1721
2019-09-30,"Worth County","GA","Albany",1751,1045,0.010978,0.040062,0.130027,5999
2019-09-30,"Wabasha County","MN","Rochester",1752,1264,-0.002584,-0.013294,-0.003691,9037
2019-09-30,"Asotin County","WA","Lewiston",1753,1353,0.003755,0.002333,0.020981,7499
2019-09-30,"Labette County","KS","Parsons",1754,732,0.00481,0.001987,0.012096,9491
2019-09-30,"Pottawatomie County","KS","Manhattan",1755,1053,0.004241,0.036048,0.019087,9261
2019-09-30,"Cherokee County","KS",,1756,805,0.005027,0.014727,0.026295,7743
2019-09-30,"Owen County","IN","Bloomington",1757,1007,0.000212,0.017075,0.108694,8145
2019-09-30,"Sullivan County","IN","Terre Haute",1758,836,-0.00333,0.008376,0.074995,6961
2019-09-30,"Macon County","AL",,1759,788,-0.000216,-0.005678,-0.193942,2673
2019-09-30,"Vilas County","WI",,1760,968,-0.001109,-0.001002,0.027412,3091
2019-09-30,"Anderson County","KY","Frankfort",1761,959,0.00259,0.008785,0.011662,4992
2019-09-30,"Colusa County","CA",,1762,1871,0.007398,0.039701,0.182044,6503
2019-09-30,"Carbon County","UT","Price",1763,1068,-0.001314,0.002938,-0.010964,7771
2019-09-30,"Calhoun County","TX","Port Lavaca",1764,1257,-0.000101,0.007895,0.006337,8696
2019-09-30,"Nobles County","MN","Worthington",1765,1037,-0.002685,-0.013421,-0.056716,2604
2019-09-30,"Blaine County","ID","Hailey",1766,1401,0.001916,0.002136,-0.019869,16475
2019-09-30,"Greene County","NC",,1767,994,0.00965,0.033817,0.082343,4807
2019-09-30,"Union County","GA",,1768,1321,0.008041,0.023437,0.047683,16329
2019-09-30,"Mercer County","KY",,1769,897,0.004743,0.012764,0.005869,4075
2019-09-30,"Bertie County","NC",,1770,1063,0.001598,0.027182,0.090878,1062
2019-09-30,"Conway County","AR",,1771,768,-0.00169,-0.005615,-0.009928,7587
2019-09-30,"Jay County","IN",,1772,818,0.003682,0.008959,0.061925,7743
2019-09-30,"Putnam County","GA",,1773,1260,0.000413,0.016622,0.002467,12824
2019-09-30,"Washington County","GA",,1774,955,0.004157,0.02139,0.012258,5458
2019-09-30,"Vernon County","MO",,1775,808,0.002301,0.022968,0.062762,8222
2019-09-30,"Uinta County","WY","Evanston",1776,979,0.01465,0.025841,-0.066378,6099
2019-09-30,"Stutsman County","ND","Jamestown",1777,680,-0.010349,0.022076,-0.002357,1300
2019-09-30,"Hampton County","SC",,1778,1302,0.003481,0.018398,0.088541,1718
2019-09-30,"Winneshiek County","IA",,1779,1010,-0.000687,0.008902,0.024288,7090
2019-09-30,"Marengo County","AL",,1780,900,0.002011,0.009475,0.033718,5621
2019-09-30,"Dakota County","NE","Sioux City",1781,943,0.004067,-0.003012,-0.123775,5609
2019-09-30,"Waynesboro City","VA","Staunton-Waynesboro",1782,1031,-0.006289,-0.001856,0.019175,8586
2019-09-30,"Crook County","OR","Prineville",1783,1331,0.024257,0.051174,-0.00232,11854
2019-09-30,"Warren County","NC",,1784,1149,0.008416,0.037698,0.099111,7619
2019-09-30,"Buchanan County","IA",,1785,891,-0.006848,-0.013564,-0.002492,8224
2019-09-30,"Spencer County","IN",,1786,913,-0.000567,0.011761,0.05698,7777
2019-09-30,"Butler County","AL",,1787,879,0.009419,0.015845,-0.046658,3956
2019-09-30,"Pacific County","WA",,1788,1334,0.011591,0.035831,0.10944,12552
2019-09-30,"Fayette County","IA",,1789,781,-0.002237,0.008213,-0.022779,8619
2019-09-30,"Adams County","WI",,1790,957,0.003881,0.013458,0.077949,2800
2019-09-30,"Colorado County","TX",,1791,1259,-0.000632,0.007536,0.032893,6579
2019-09-30,"Fillmore County","MN","Rochester",1792,1102,-0.001709,-0.005714,0.037295,8872
2019-09-30,"Martin County","MN","Fairmont",1793,1072,0.000295,-0.003946,-0.072812,8520
2019-09-30,"Fulton County","IN",,1794,920,-0.000986,0.008782,0.055146,7894
2019-09-30,"Concordia Parish","LA","Natchez",1795,1098,-0.004857,-0.009738,0.031816,251
2019-09-30,"Carroll County","IA","Carroll",1796,895,-0.000711,-0.000325,-0.034435,8738
2019-09-30,"Wayne County","KY",,1797,817,0.001714,0.012097,0.024601,6654
2019-09-30,"Sevier County","UT",,1798,1191,0.005963,0.018759,0.055937,7303
2019-09-30,"Saunders County","NE","Omaha-Council Bluffs",1799,1109,-0.000019,0.00264,-0.040149,9139
2019-09-30,"Franklin Parish","LA",,1800,1045,-0.00927,-0.016015,0.009632,132
2019-09-30,"Madison County","NC","Asheville",1801,1184,0.003711,0.013139,0.002089,8987
2019-09-30,"Wayne County","MS",,1802,953,-0.015302,-0.000209,0.083333,202
2019-09-30,"Clinton County","MO","Kansas City",1803,856,0.003964,0.001495,-0.000564,9284
2019-09-30,"Richland Parish","LA",,1804,1064,-0.013157,-0.022799,-0.010379,312
2019-09-30,"Taylor County","WI",,1805,974,0.003914,0.007352,0.04457,403
2019-09-30,"Polk County","AR",,1806,822,0.00018,0.008647,-0.006024,8285
2019-09-30,"Texas County","OK","Guymon",1807,895,0.004631,0.020289,0.067199,4277
2019-09-30,"Jones County","IA","Cedar Rapids",1808,835,-0.00212,0.003593,-0.002789,6299
2019-09-30,"Clay County","MS","West Point",1809,866,0.007231,0.013008,-0.03849,6682
2019-09-30,"Kewaunee County","WI","Green Bay",1810,1028,0.009882,0.028733,0.084312,1156
2019-09-30,"Morgan County","MO",,1811,826,0.000592,0.011699,0.027885,3707
2019-09-30,"Polk County","NC",,1812,1345,-0.011364,0.036745,0.109909,10453
2019-09-30,"Lincoln County","NM","Ruidoso",1813,1076,0.002934,0.027985,-0.188108,15279
2019-09-30,"La Paz County","AZ",,1814,1252,0.007516,0.022085,0.027187,3692
2019-09-30,"Bandera County","TX","San Antonio-New Braunfels",1815,1218,-0.030234,-0.020873,-0.105922,4172
2019-09-30,"Jackson County","WI",,1816,882,0.003964,0.003039,0.00987,1073
2019-09-30,"Hubbard County","MN",,1817,1222,-0.008605,-0.011062,-0.021724,13244
2019-09-30,"Klickitat County","WA",,1818,1582,0.003295,0.029198,0.078306,6812
2019-09-30,"East Feliciana Parish","LA","Baton Rouge",1819,1150,-0.005328,-0.001468,0.016886,201
2019-09-30,"Buena Vista County","IA","Storm Lake",1820,852,0.003099,0.008933,-0.015626,7896
2019-09-30,"McIntosh County","OK",,1821,877,0.002659,0.018042,0.029317,9022
2019-09-30,"Washington County","NE","Omaha-Council Bluffs",1822,1028,0.002551,0.002018,-0.121342,6145
2019-09-30,"Jones County","TX","Abilene",1823,1168,-0.002368,0.000009,0.052256,3555
2019-09-30,"Kent County","MD",,1824,1623,0.003647,0.014041,0.002461,8918
2019-09-30,"Elbert County","GA",,1825,1122,0.004014,0.02094,0.067433,7196
2019-09-30,"Carroll County","IN","Lafayette-West Lafayette",1826,954,0.004077,0.017218,0.089057,8507
2019-09-30,"Henry County","IA",,1827,828,-0.006454,-0.013176,-0.04599,6654
2019-09-30,"De Witt County","TX",,1828,1227,-0.002297,0.003041,-0.015678,4688
2019-09-30,"Dodge County","MN","Rochester",1829,1287,0.002324,0.007267,-0.028995,7718
2019-09-30,"Woodward County","OK","Woodward",1830,829,0.000311,0.00565,-0.012005,6453
2019-09-30,"Minidoka County","ID","Burley",1831,931,0.003852,0.029024,0.082831,6154
2019-09-30,"Breckinridge County","KY",,1832,881,0.000208,0.006834,-0.001696,3994
2019-09-30,"Plumas County","CA",,1833,1777,0.001411,0.017375,0.10012,15086
2019-09-30,"Bourbon County","KY","Lexington-Fayette",1834,1046,-0.000736,0.010297,0.02784,2386
2019-09-30,"Douglas County","IL",,1835,1115,-0.001743,-0.006694,-0.039418,8507
2019-09-30,"Langlade County","WI",,1836,856,-0.051775,-0.046678,-0.040125,1004
2019-09-30,"Allen County","KY","Bowling Green",1837,842,-0.00081,0.004594,-0.032888,3370
2019-09-30,"Holmes County","FL",,1838,1224,0.005312,0.017558,0.103889,5170
2019-09-30,"Saluda County","SC","Columbia",1839,1071,0.013191,0.043128,0.052088,5507
2019-09-30,"Jackson County","IA",,1840,871,-0.005391,-0.004842,-0.005726,8009
2019-09-30,"Roosevelt County","NM","Portales",1841,658,-0.0042,-0.014296,-0.063614,4293
2019-09-30,"Orange County","IN",,1842,917,0.001002,0.011458,0.089269,6833
2019-09-30,"Marion County","KY",,1843,882,0.003578,0.014722,-0.000256,2603
2019-09-30,"Crawford County","IL",,1844,1270,-0.001462,0.008311,0.041811,283
2019-09-30,"Freestone County","TX",,1845,1207,0.001635,0.013557,0.064683,6416
2019-09-30,"Gonzales County","TX",,1846,1256,-0.000863,0.004149,-0.02357,4653
2019-09-30,"Dickinson County","KS",,1847,838,-0.010452,-0.024268,-0.018196,9196
2019-09-30,"Pickens County","AL","Tuscaloosa",1848,860,0.004522,0.033509,0.0351,5214
2019-09-30,"Montague County","TX",,1849,1260,0.001137,0.018028,0.062318,6001
2019-09-30,"Lincoln County","MT",,1850,1185,-0.002799,0.016298,0.182051,9554
2019-09-30,"Lampasas County","TX","Killeen-Temple",1851,1202,0.02131,0.080131,0.094767,5343
2019-09-30,"Paulding County","OH",,1852,854,0.01242,0.048197,0.057073,6971
2019-09-30,"Tishomingo County","MS",,1853,965,-0.006403,-0.005874,-0.02162,8081
2019-09-30,"Covington County","MS",,1854,911,-0.00151,0.010114,0.008001,4822
2019-09-30,"Attala County","MS",,1855,870,0.00241,0.000893,-0.006065,5833
2019-09-30,"Davison County","SD","Mitchell",1856,844,0.005156,0.024364,-0.104104,6893
2019-09-30,"Deaf Smith County","TX","Hereford",1857,1188,0.008974,0.035242,0.050543,1109
2019-09-30,"Perry County","IN",,1858,938,0.011935,0.037796,0.081856,6903
2019-09-30,"Llano County","TX",,1859,1317,-0.004931,-0.035713,-0.06785,11476
2019-09-30,"Berrien County","GA",,1860,982,-0.00071,0.005868,0.039624,5237
2019-09-30,"Lavaca County","TX",,1861,1326,-0.003307,0.003368,0.007373,6203
2019-09-30,"Madison County","FL",,1862,1269,0.005326,0.022627,0.088623,5145
2019-09-30,"Lee County","SC",,1863,1088,0.010034,0.025571,0.059913,402
2019-09-30,"Winston County","MS",,1864,819,-0.00528,-0.002631,0.024566,5706
2019-09-30,"Holmes County","MS",,1865,840,-0.003675,-0.00461,-0.041541,4476
2019-09-30,"Smith County","TN","Nashville-Davidson--Murfreesboro--Franklin",1866,1047,0.002731,0.026302,0.064493,7111
2019-09-30,"Waseca County","MN",,1867,1221,-0.003159,-0.007434,-0.002371,6480
2019-09-30,"Jefferson County","KS","Topeka",1868,965,-0.008162,-0.011934,-0.008845,7805
2019-09-30,"Union County","TN","Knoxville",1869,1049,0.003915,0.022398,0.098613,6346
2019-09-30,"Hancock County","IL","Fort Madison-Keokuk",1870,988,0.009324,0.01598,0.016167,581
2019-09-30,"Benton County","MO",,1871,738,0.005021,0.013717,0.036667,9366
2019-09-30,"Green Lake County","WI",,1872,1013,0.006786,0.012866,0.069788,1270
2019-09-30,"Houston County","MN","La Crosse-Onalaska",1873,1259,-0.004547,-0.008011,0.055169,7352
2019-09-30,"Arkansas County","AR",,1874,827,0.016225,0.040732,0.054444,166
2019-09-30,"Perry County","MO",,1875,834,-0.000631,0.006572,0.011786,7793
2019-09-30,"New Madrid County","MO",,1876,759,-0.005149,0.004593,-0.005279,6988
2019-09-30,"Poweshiek County","IA",,1877,923,-0.012053,-0.01421,-0.027605,8064
2019-09-30,"Harrison County","KY",,1878,925,0.003505,0.004544,0.008247,534
2019-09-30,"Otero County","CO",,1879,1292,0.010005,0.02511,0.079501,7997
2019-09-30,"Wright County","MO",,1880,776,0.000213,0.008897,0.030114,9732
2019-09-30,"Haywood County","TN","Brownsville",1881,887,0.007751,0.035547,0.037117,6358
2019-09-30,"Pierce County","GA","Waycross",1882,1039,-0.006133,0.005022,0.039858,6074
2019-09-30,"Adams County","WA","Othello",1883,1335,0.006472,0.017533,0.04114,3342
2019-09-30,"Dekalb County","TN",,1884,1021,0.004011,0.024949,0.086787,8526
2019-09-30,"Adair County","KY",,1885,866,0.003491,0.010796,-0.004078,4443
2019-09-30,"Duchesne County","UT",,1886,1069,-0.004901,-0.000072,0.064034,5606
2019-09-30,"Eastland County","TX",,1887,1149,-0.001429,0.003524,0.046235,6891
2019-09-30,"Edgar County","IL",,1888,1274,-0.001038,0.002862,0.001716,279
2019-09-30,"Southampton County","VA",,1889,1268,0.004985,0.019455,0.049026,7061
2019-09-30,"Young County","TX",,1890,1157,0.002909,0.021705,0.093168,6758
2019-09-30,"Inyo County","CA",,1891,1955,0.003417,0.017272,0.091663,9469
2019-09-30,"Humphreys County","TN",,1892,930,-0.001028,0.009778,-0.006349,6756
2019-09-30,"Pike County","MO",,1893,792,0.009502,0.004359,-0.054833,6722
2019-09-30,"Drew County","AR",,1894,756,0.000666,0.009816,-0.011157,5407
2019-09-30,"Cedar County","IA",,1895,972,-0.002744,0.004615,-0.023592,7225
2019-09-30,"Patrick County","VA",,1896,1064,-0.001123,0.012733,0.02501,1092
2019-09-30,"New Kent County","VA","Richmond",1897,1422,0.003251,0.018416,0.045074,10710
2019-09-30,"Brantley County","GA","Brunswick",1898,1008,0.003345,0.020373,0.014703,5315
2019-09-30,"Greene County","VA","Charlottesville",1899,1454,-0.001775,0.016239,0.051839,7716
2019-09-30,"Banks County","GA",,1900,1288,0.003281,0.022029,0.052114,5370
2019-09-30,"Schuyler County","NY",,1901,1546,0.004004,0.021556,0.056824,7189
2019-09-30,"Lamar County","GA","Atlanta-Sandy Springs-Roswell",1902,1051,0.00197,0.012427,0.037144,6078
2019-09-30,"Unicoi County","TN","Johnson City",1903,969,0.004025,0.033662,0.031061,7519
2019-09-30,"McCreary County","KY",,1904,770,0.000327,-0.01121,-0.034658,3234
2019-09-30,"Pemiscot County","MO",,1905,754,-0.003254,0.008929,0.041013,3648
2019-09-30,"Montour County","PA","Bloomsburg-Berwick",1906,1064,-0.012961,-0.005414,-0.021625,6326
2019-09-30,"Mariposa County","CA",,1907,1733,0.006583,0.031183,0.10195,4252
2019-09-30,"Johnson County","TN",,1908,940,-0.018164,0.038486,0.030663,6410
2019-09-30,"Appling County","GA",,1909,936,-0.015413,-0.028556,0.069079,5068
2019-09-30,"Bosque County","TX",,1910,1215,0.003436,0.016903,0.02244,7390
2019-09-30,"Hart County","KY",,1911,839,0.001015,0.01013,0.021347,3834
2019-09-30,"Sainte Genevieve County","MO",,1912,840,0.000896,0.020383,0.077915,1375
2019-09-30,"Clayton County","IA",,1913,866,-0.005245,0.003672,-0.000314,7796
2019-09-30,"Franklin County","AR",,1914,773,-0.002927,-0.00385,0.00046,4757
2019-09-30,"Lincoln County","WY",,1915,1119,0.013455,0.041305,-0.022798,9391
2019-09-30,"Richland County","WI",,1916,982,0.001008,0.002071,0.043381,776
2019-09-30,"Jackson County","AR",,1917,738,-0.006555,-0.010358,-0.042152,5825
2019-09-30,"Randolph County","AR",,1918,799,-0.002367,0.000995,0.004473,6822
2019-09-30,"Fentress County","TN",,1919,950,0.003584,0.027063,0.057424,7354
2019-09-30,"Los Alamos County","NM","Los Alamos",1920,1310,0.001928,0.005387,0.027254,8092
2019-09-30,"Cross County","AR",,1921,751,-0.00358,-0.004702,-0.029669,6048
2019-09-30,"Pike County","GA","Atlanta-Sandy Springs-Roswell",1922,1146,0.003703,0.019329,0.006897,6810
2019-09-30,"Morgan County","GA","Atlanta-Sandy Springs-Roswell",1923,1323,0.005467,0.025061,0.012403,7704
2019-09-30,"Falls County","TX","Waco",1924,1176,0.003965,0.022221,0.033132,2193
2019-09-30,"Socorro County","NM",,1925,967,0.005775,0.033203,-0.012503,720
2019-09-30,"Grant County","AR","Little Rock-North Little Rock-Conway",1926,874,0.005735,0.017636,-0.016049,1991
2019-09-30,"Bristol City","VA","Kingsport-Bristol-Bristol",1927,975,-0.003468,0.005559,0.000885,3918
2019-09-30,"Yancey County","NC",,1928,1220,-0.000209,0.009994,0.042575,10122
2019-09-30,"Chaffee County","CO",,1929,1608,0.004658,0.010429,-0.005844,10653
2019-09-30,"Union County","IL",,1930,924,0.000867,0.005525,-0.026201,778
